id_transakcja,id_terapia,id_dziecko,kwota,numer_transakcji,sposob_platnosci,ocena_terapii
3144,529,373,360,xx-3144,przelew,8
3145,529,374,360,xx-3145,gotowka,6
3146,529,375,360,xx-3146,gotowka,3
3147,529,376,360,xx-3147,przelew,7
3148,529,377,360,xx-3148,przelew,8
3149,530,380,225,xx-3149,przelew,4
3150,530,382,225,xx-3150,gotowka,9
3151,530,383,225,xx-3151,karta,7
3152,531,385,180,xx-3152,karta,3
3153,531,386,180,xx-3153,przelew,7
3154,531,387,180,xx-3154,przelew,8
3155,531,388,180,xx-3155,gotowka,8
3156,531,389,180,xx-3156,gotowka,3
3157,531,390,180,xx-3157,gotowka,10
3158,531,391,180,xx-3158,karta,8
3159,531,392,180,xx-3159,przelew,5
3160,531,393,180,xx-3160,karta,10
3161,531,394,180,xx-3161,przelew,8
3162,532,395,540,xx-3162,przelew,10
3163,532,396,540,xx-3163,karta,10
3164,532,397,540,xx-3164,przelew,6
3165,532,398,540,xx-3165,gotowka,5
3166,532,399,540,xx-3166,gotowka,5
3167,532,400,540,xx-3167,przelew,6
3168,533,360,150,xx-3168,karta,3
3169,534,364,630,xx-3169,karta,9
3170,534,366,630,xx-3170,przelew,10
3171,534,367,630,xx-3171,gotowka,8
3172,535,369,540,xx-3172,gotowka,9
3173,535,370,540,xx-3173,karta,10
3174,535,372,540,xx-3174,gotowka,10
3175,535,373,540,xx-3175,gotowka,3
3176,535,375,540,xx-3176,przelew,3
3177,535,376,540,xx-3177,gotowka,8
3178,535,377,540,xx-3178,karta,9
3179,536,380,360,xx-3179,przelew,7
3180,536,383,360,xx-3180,karta,6
3181,537,385,630,xx-3181,gotowka,3
3182,537,386,630,xx-3182,przelew,6
3183,537,388,630,xx-3183,karta,10
3184,537,389,630,xx-3184,karta,9
3185,537,390,630,xx-3185,gotowka,8
3186,537,391,630,xx-3186,przelew,7
3187,537,392,630,xx-3187,przelew,6
3188,537,393,630,xx-3188,gotowka,9
3189,537,394,630,xx-3189,gotowka,9
3190,538,396,270,xx-3190,przelew,9
3191,538,397,270,xx-3191,przelew,8
3192,538,398,270,xx-3192,przelew,3
3193,538,399,270,xx-3193,karta,8
3194,538,400,270,xx-3194,karta,4
3195,539,370,45,xx-3195,gotowka,3
3196,539,372,45,xx-3196,karta,8
3197,539,373,45,xx-3197,gotowka,8
3198,539,377,45,xx-3198,karta,8
3199,540,380,360,xx-3199,gotowka,9
3200,540,383,360,xx-3200,karta,5
3201,541,385,540,xx-3201,przelew,8
3202,541,386,540,xx-3202,karta,4
3203,541,388,540,xx-3203,karta,5
3204,541,389,540,xx-3204,gotowka,8
3205,541,390,540,xx-3205,gotowka,9
3206,541,391,540,xx-3206,karta,9
3207,541,392,540,xx-3207,karta,10
3208,541,393,540,xx-3208,przelew,8
3209,541,394,540,xx-3209,przelew,7
3210,542,396,90,xx-3210,gotowka,4
3211,542,397,90,xx-3211,karta,4
3212,542,398,90,xx-3212,przelew,7
3213,542,399,90,xx-3213,gotowka,7
3214,542,400,90,xx-3214,karta,8
3215,543,401,180,xx-3215,karta,9
3216,543,402,180,xx-3216,karta,9
3217,543,403,180,xx-3217,przelew,9
3218,543,404,180,xx-3218,przelew,4
3219,543,405,180,xx-3219,przelew,4
3220,543,406,180,xx-3220,gotowka,3
3221,543,407,180,xx-3221,przelew,3
3222,543,408,180,xx-3222,gotowka,8
3223,543,409,180,xx-3223,karta,8
3224,543,410,180,xx-3224,przelew,7
3225,544,411,300,xx-3225,karta,10
3226,544,412,300,xx-3226,gotowka,3
3227,544,413,300,xx-3227,gotowka,7
3228,544,414,300,xx-3228,przelew,5
3229,544,415,300,xx-3229,karta,8
3230,544,416,300,xx-3230,karta,5
3231,545,373,300,xx-3231,karta,6
3232,546,383,150,xx-3232,przelew,4
3233,547,385,315,xx-3233,karta,5
3234,547,388,315,xx-3234,karta,6
3235,547,389,315,xx-3235,przelew,10
3236,547,390,315,xx-3236,gotowka,4
3237,547,391,315,xx-3237,przelew,7
3238,547,392,315,xx-3238,karta,5
3239,547,393,315,xx-3239,gotowka,10
3240,547,394,315,xx-3240,gotowka,6
3241,548,396,225,xx-3241,gotowka,8
3242,548,397,225,xx-3242,przelew,6
3243,548,398,225,xx-3243,gotowka,9
3244,548,399,225,xx-3244,gotowka,9
3245,548,400,225,xx-3245,karta,7
3246,549,401,270,xx-3246,przelew,6
3247,549,402,270,xx-3247,gotowka,6
3248,549,403,270,xx-3248,przelew,4
3249,549,404,270,xx-3249,przelew,9
3250,549,405,270,xx-3250,przelew,8
3251,549,406,270,xx-3251,karta,4
3252,549,407,270,xx-3252,karta,5
3253,549,408,270,xx-3253,karta,4
3254,549,409,270,xx-3254,przelew,10
3255,549,410,270,xx-3255,przelew,5
3256,550,411,45,xx-3256,gotowka,5
3257,550,412,45,xx-3257,przelew,6
3258,550,413,45,xx-3258,gotowka,7
3259,550,414,45,xx-3259,karta,7
3260,550,415,45,xx-3260,karta,9
3261,550,416,45,xx-3261,gotowka,10
3262,551,373,240,xx-3262,karta,3
3263,552,383,630,xx-3263,gotowka,10
3264,553,385,150,xx-3264,gotowka,7
3265,553,388,150,xx-3265,przelew,10
3266,553,389,150,xx-3266,przelew,5
3267,553,390,150,xx-3267,karta,7
3268,553,391,150,xx-3268,karta,3
3269,553,392,150,xx-3269,karta,10
3270,553,393,150,xx-3270,przelew,6
3271,553,394,150,xx-3271,karta,5
3272,554,396,360,xx-3272,gotowka,5
3273,554,397,360,xx-3273,gotowka,6
3274,554,399,360,xx-3274,karta,4
3275,554,400,360,xx-3275,przelew,6
3276,555,401,180,xx-3276,przelew,10
3277,555,402,180,xx-3277,karta,7
3278,555,403,180,xx-3278,przelew,8
3279,555,404,180,xx-3279,karta,6
3280,555,405,180,xx-3280,karta,9
3281,555,406,180,xx-3281,gotowka,4
3282,555,407,180,xx-3282,gotowka,3
3283,555,408,180,xx-3283,karta,7
3284,555,409,180,xx-3284,przelew,10
3285,555,410,180,xx-3285,przelew,3
3286,556,411,225,xx-3286,przelew,4
3287,556,412,225,xx-3287,przelew,5
3288,556,413,225,xx-3288,karta,7
3289,556,414,225,xx-3289,karta,8
3290,556,415,225,xx-3290,gotowka,5
3291,556,416,225,xx-3291,karta,7
3292,557,388,180,xx-3292,gotowka,7
3293,557,391,180,xx-3293,przelew,5
3294,557,393,180,xx-3294,gotowka,4
3295,557,394,180,xx-3295,gotowka,10
3296,558,396,360,xx-3296,karta,3
3297,558,397,360,xx-3297,gotowka,10
3298,558,399,360,xx-3298,gotowka,10
3299,558,400,360,xx-3299,karta,3
3300,559,401,60,xx-3300,przelew,9
3301,559,402,60,xx-3301,karta,6
3302,559,403,60,xx-3302,przelew,7
3303,559,404,60,xx-3303,gotowka,5
3304,559,405,60,xx-3304,gotowka,5
3305,559,406,60,xx-3305,karta,4
3306,559,407,60,xx-3306,przelew,8
3307,559,408,60,xx-3307,przelew,8
3308,559,409,60,xx-3308,przelew,10
3309,559,410,60,xx-3309,karta,5
3310,560,411,540,xx-3310,gotowka,6
3311,560,412,540,xx-3311,karta,8
3312,560,413,540,xx-3312,przelew,4
3313,560,414,540,xx-3313,gotowka,8
3314,560,415,540,xx-3314,gotowka,9
3315,560,416,540,xx-3315,przelew,8
3316,561,388,420,xx-3316,przelew,6
3317,561,391,420,xx-3317,przelew,8
3318,561,394,420,xx-3318,przelew,9
3319,562,396,45,xx-3319,gotowka,5
3320,563,403,450,xx-3320,przelew,3
3321,563,404,450,xx-3321,przelew,10
3322,563,405,450,xx-3322,gotowka,8
3323,563,406,450,xx-3323,gotowka,4
3324,563,407,450,xx-3324,gotowka,6
3325,563,408,450,xx-3325,karta,10
3326,563,409,450,xx-3326,karta,7
3327,563,410,450,xx-3327,przelew,7
3328,564,411,30,xx-3328,przelew,6
3329,564,412,30,xx-3329,karta,4
3330,564,413,30,xx-3330,karta,7
3331,564,414,30,xx-3331,gotowka,8
3332,564,415,30,xx-3332,gotowka,7
3333,564,416,30,xx-3333,karta,9
3334,565,417,90,xx-3334,gotowka,10
3335,565,418,90,xx-3335,karta,6
3336,565,419,90,xx-3336,karta,8
3337,565,420,90,xx-3337,gotowka,4
3338,565,421,90,xx-3338,karta,5
3339,565,422,90,xx-3339,gotowka,5
3340,565,423,90,xx-3340,karta,6
3341,565,424,90,xx-3341,przelew,8
3342,565,425,90,xx-3342,karta,8
3343,565,426,90,xx-3343,przelew,6
3344,566,427,120,xx-3344,gotowka,6
3345,566,428,120,xx-3345,przelew,5
3346,566,429,120,xx-3346,gotowka,6
3347,566,430,120,xx-3347,gotowka,6
3348,566,431,120,xx-3348,karta,6
3349,566,432,120,xx-3349,przelew,3
3350,567,391,90,xx-3350,przelew,5
3351,567,394,90,xx-3351,przelew,8
3352,568,396,90,xx-3352,karta,9
3353,569,403,360,xx-3353,gotowka,4
3354,569,404,360,xx-3354,gotowka,10
3355,569,405,360,xx-3355,gotowka,8
3356,569,406,360,xx-3356,gotowka,4
3357,569,407,360,xx-3357,gotowka,10
3358,569,408,360,xx-3358,gotowka,4
3359,569,409,360,xx-3359,karta,9
3360,569,410,360,xx-3360,karta,6
3361,570,411,180,xx-3361,karta,3
3362,570,412,180,xx-3362,przelew,6
3363,570,413,180,xx-3363,karta,9
3364,570,414,180,xx-3364,przelew,10
3365,570,415,180,xx-3365,przelew,10
3366,570,416,180,xx-3366,karta,5
3367,571,417,450,xx-3367,gotowka,5
3368,571,418,450,xx-3368,przelew,5
3369,571,419,450,xx-3369,karta,3
3370,571,420,450,xx-3370,przelew,7
3371,571,421,450,xx-3371,karta,9
3372,571,422,450,xx-3372,przelew,8
3373,571,423,450,xx-3373,przelew,9
3374,571,424,450,xx-3374,przelew,4
3375,571,425,450,xx-3375,przelew,6
3376,571,426,450,xx-3376,gotowka,4
3377,572,427,315,xx-3377,przelew,9
3378,572,428,315,xx-3378,przelew,8
3379,572,429,315,xx-3379,karta,7
3380,572,430,315,xx-3380,przelew,6
3381,572,431,315,xx-3381,przelew,4
3382,572,432,315,xx-3382,gotowka,6
3383,573,403,540,xx-3383,karta,5
3384,573,404,540,xx-3384,karta,6
3385,573,405,540,xx-3385,gotowka,10
3386,573,406,540,xx-3386,karta,9
3387,573,407,540,xx-3387,przelew,9
3388,573,409,540,xx-3388,gotowka,6
3389,573,410,540,xx-3389,karta,4
3390,574,411,135,xx-3390,przelew,9
3391,574,412,135,xx-3391,gotowka,8
3392,574,413,135,xx-3392,gotowka,4
3393,574,414,135,xx-3393,przelew,10
3394,574,415,135,xx-3394,gotowka,3
3395,574,416,135,xx-3395,karta,9
3396,575,417,360,xx-3396,gotowka,8
3397,575,418,360,xx-3397,gotowka,7
3398,575,419,360,xx-3398,karta,7
3399,575,420,360,xx-3399,przelew,5
3400,575,421,360,xx-3400,przelew,7
3401,575,422,360,xx-3401,przelew,10
3402,575,423,360,xx-3402,przelew,7
3403,575,424,360,xx-3403,przelew,4
3404,575,425,360,xx-3404,karta,7
3405,575,426,360,xx-3405,przelew,7
3406,576,427,450,xx-3406,przelew,4
3407,576,428,450,xx-3407,przelew,3
3408,576,429,450,xx-3408,karta,7
3409,576,430,450,xx-3409,przelew,5
3410,576,431,450,xx-3410,przelew,7
3411,576,432,450,xx-3411,przelew,6
3412,577,404,270,xx-3412,gotowka,6
3413,577,406,270,xx-3413,karta,7
3414,577,407,270,xx-3414,przelew,3
3415,577,409,270,xx-3415,karta,8
3416,577,410,270,xx-3416,przelew,4
3417,578,411,30,xx-3417,karta,4
3418,578,412,30,xx-3418,gotowka,10
3419,578,413,30,xx-3419,karta,4
3420,578,415,30,xx-3420,przelew,8
3421,578,416,30,xx-3421,przelew,9
3422,579,417,450,xx-3422,karta,8
3423,579,418,450,xx-3423,gotowka,3
3424,579,419,450,xx-3424,gotowka,8
3425,579,420,450,xx-3425,gotowka,9
3426,579,421,450,xx-3426,karta,10
3427,579,422,450,xx-3427,karta,6
3428,579,423,450,xx-3428,karta,5
3429,579,424,450,xx-3429,gotowka,7
3430,579,425,450,xx-3430,przelew,7
3431,579,426,450,xx-3431,karta,8
3432,580,427,180,xx-3432,przelew,3
3433,580,428,180,xx-3433,karta,4
3434,580,429,180,xx-3434,przelew,7
3435,580,430,180,xx-3435,karta,9
3436,580,431,180,xx-3436,karta,9
3437,580,432,180,xx-3437,karta,10
3438,581,404,180,xx-3438,karta,8
3439,581,406,180,xx-3439,przelew,10
3440,581,407,180,xx-3440,przelew,8
3441,581,409,180,xx-3441,przelew,10
3442,581,410,180,xx-3442,karta,3
3443,582,411,420,xx-3443,przelew,4
3444,582,416,420,xx-3444,karta,6
3445,583,417,120,xx-3445,gotowka,10
3446,583,418,120,xx-3446,karta,5
3447,583,419,120,xx-3447,gotowka,4
3448,583,420,120,xx-3448,gotowka,10
3449,583,421,120,xx-3449,karta,10
3450,583,422,120,xx-3450,karta,9
3451,583,423,120,xx-3451,karta,7
3452,583,424,120,xx-3452,karta,3
3453,583,425,120,xx-3453,karta,3
3454,583,426,120,xx-3454,karta,9
3455,584,427,150,xx-3455,karta,10
3456,584,428,150,xx-3456,przelew,3
3457,584,429,150,xx-3457,przelew,4
3458,584,430,150,xx-3458,karta,9
3459,584,431,150,xx-3459,przelew,7
3460,584,432,150,xx-3460,przelew,10
3461,585,433,360,xx-3461,przelew,6
3462,585,434,360,xx-3462,gotowka,3
3463,585,435,360,xx-3463,przelew,3
3464,585,436,360,xx-3464,przelew,9
3465,585,437,360,xx-3465,karta,9
3466,585,438,360,xx-3466,karta,9
3467,585,439,360,xx-3467,przelew,10
3468,585,440,360,xx-3468,karta,7
3469,585,441,360,xx-3469,gotowka,8
3470,585,442,360,xx-3470,karta,9
3471,586,443,60,xx-3471,przelew,10
3472,586,444,60,xx-3472,przelew,10
3473,586,445,60,xx-3473,gotowka,9
3474,586,446,60,xx-3474,karta,6
3475,586,447,60,xx-3475,gotowka,3
3476,586,448,60,xx-3476,gotowka,6
3477,587,409,60,xx-3477,karta,6
3478,587,410,60,xx-3478,karta,7
3479,588,416,90,xx-3479,gotowka,10
3480,589,417,60,xx-3480,karta,6
3481,589,418,60,xx-3481,karta,5
3482,589,419,60,xx-3482,przelew,10
3483,589,420,60,xx-3483,gotowka,6
3484,589,421,60,xx-3484,gotowka,5
3485,589,422,60,xx-3485,gotowka,8
3486,589,423,60,xx-3486,karta,7
3487,589,424,60,xx-3487,karta,8
3488,589,425,60,xx-3488,przelew,7
3489,589,426,60,xx-3489,przelew,10
3490,590,427,360,xx-3490,karta,8
3491,590,428,360,xx-3491,gotowka,4
3492,590,429,360,xx-3492,gotowka,4
3493,590,430,360,xx-3493,karta,3
3494,590,432,360,xx-3494,gotowka,10
3495,591,433,60,xx-3495,przelew,8
3496,591,434,60,xx-3496,karta,10
3497,591,435,60,xx-3497,gotowka,6
3498,591,436,60,xx-3498,przelew,8
3499,591,437,60,xx-3499,gotowka,4
3500,591,438,60,xx-3500,gotowka,3
3501,591,439,60,xx-3501,przelew,4
3502,591,440,60,xx-3502,karta,3
3503,591,441,60,xx-3503,karta,6
3504,591,442,60,xx-3504,karta,10
3505,592,443,420,xx-3505,karta,6
3506,592,444,420,xx-3506,gotowka,3
3507,592,445,420,xx-3507,przelew,7
3508,592,446,420,xx-3508,gotowka,10
3509,592,447,420,xx-3509,gotowka,4
3510,592,448,420,xx-3510,przelew,9
3511,593,409,540,xx-3511,przelew,5
3512,594,416,60,xx-3512,karta,9
3513,595,417,360,xx-3513,karta,6
3514,595,418,360,xx-3514,przelew,5
3515,595,419,360,xx-3515,karta,3
3516,595,420,360,xx-3516,gotowka,4
3517,595,421,360,xx-3517,gotowka,3
3518,595,422,360,xx-3518,gotowka,5
3519,595,423,360,xx-3519,karta,4
3520,595,424,360,xx-3520,gotowka,7
3521,595,425,360,xx-3521,karta,7
3522,595,426,360,xx-3522,gotowka,3
3523,596,427,180,xx-3523,przelew,7
3524,596,428,180,xx-3524,przelew,9
3525,596,429,180,xx-3525,karta,7
3526,596,430,180,xx-3526,karta,10
3527,597,433,270,xx-3527,przelew,4
3528,597,434,270,xx-3528,gotowka,8
3529,597,435,270,xx-3529,przelew,3
3530,597,436,270,xx-3530,gotowka,5
3531,597,437,270,xx-3531,karta,5
3532,597,438,270,xx-3532,karta,8
3533,597,439,270,xx-3533,przelew,8
3534,597,440,270,xx-3534,przelew,7
3535,597,441,270,xx-3535,przelew,6
3536,597,442,270,xx-3536,gotowka,3
3537,598,443,270,xx-3537,gotowka,9
3538,598,444,270,xx-3538,gotowka,4
3539,598,445,270,xx-3539,karta,7
3540,598,446,270,xx-3540,karta,4
3541,598,447,270,xx-3541,przelew,5
3542,598,448,270,xx-3542,gotowka,6
3543,599,409,90,xx-3543,przelew,5
3544,600,416,90,xx-3544,przelew,6
3545,601,417,180,xx-3545,gotowka,4
3546,601,418,180,xx-3546,karta,9
3547,601,419,180,xx-3547,karta,5
3548,601,420,180,xx-3548,karta,8
3549,601,421,180,xx-3549,karta,4
3550,601,423,180,xx-3550,karta,6
3551,601,426,180,xx-3551,gotowka,6
3552,602,427,240,xx-3552,gotowka,9
3553,602,428,240,xx-3553,gotowka,5
3554,602,429,240,xx-3554,gotowka,7
3555,602,430,240,xx-3555,karta,9
3556,603,433,450,xx-3556,karta,5
3557,603,434,450,xx-3557,gotowka,6
3558,603,435,450,xx-3558,gotowka,6
3559,603,436,450,xx-3559,przelew,3
3560,603,437,450,xx-3560,przelew,5
3561,603,438,450,xx-3561,karta,4
3562,603,439,450,xx-3562,przelew,3
3563,603,440,450,xx-3563,przelew,3
3564,603,441,450,xx-3564,przelew,3
3565,603,442,450,xx-3565,karta,7
3566,604,443,45,xx-3566,karta,8
3567,604,444,45,xx-3567,karta,4
3568,604,445,45,xx-3568,przelew,10
3569,604,447,45,xx-3569,gotowka,8
3570,604,448,45,xx-3570,przelew,8
3571,605,409,60,xx-3571,gotowka,3
3572,606,416,180,xx-3572,karta,4
3573,607,417,180,xx-3573,karta,3
3574,607,418,180,xx-3574,karta,4
3575,607,421,180,xx-3575,gotowka,10
3576,607,423,180,xx-3576,gotowka,8
3577,607,426,180,xx-3577,gotowka,3
3578,608,427,90,xx-3578,gotowka,4
3579,608,429,90,xx-3579,karta,3
3580,608,430,90,xx-3580,karta,8
3581,609,433,360,xx-3581,przelew,9
3582,609,434,360,xx-3582,przelew,7
3583,609,435,360,xx-3583,przelew,5
3584,609,437,360,xx-3584,gotowka,5
3585,609,438,360,xx-3585,gotowka,8
3586,609,440,360,xx-3586,karta,9
3587,609,441,360,xx-3587,gotowka,3
3588,610,443,225,xx-3588,karta,3
3589,610,445,225,xx-3589,gotowka,4
3590,610,447,225,xx-3590,karta,8
3591,611,449,60,xx-3591,przelew,4
3592,611,450,60,xx-3592,karta,6
3593,611,451,60,xx-3593,przelew,10
3594,611,452,60,xx-3594,karta,8
3595,611,453,60,xx-3595,gotowka,3
3596,611,454,60,xx-3596,przelew,10
3597,611,455,60,xx-3597,karta,7
3598,611,456,60,xx-3598,gotowka,8
3599,611,457,60,xx-3599,karta,8
3600,611,458,60,xx-3600,karta,3
3601,612,459,630,xx-3601,przelew,4
3602,612,460,630,xx-3602,karta,6
3603,612,461,630,xx-3603,gotowka,9
3604,612,462,630,xx-3604,przelew,7
3605,612,463,630,xx-3605,przelew,7
3606,612,464,630,xx-3606,przelew,8
3607,613,417,210,xx-3607,gotowka,5
3608,614,427,420,xx-3608,gotowka,8
3609,615,433,90,xx-3609,gotowka,4
3610,615,437,90,xx-3610,przelew,4
3611,615,438,90,xx-3611,karta,7
3612,615,440,90,xx-3612,przelew,3
3613,615,441,90,xx-3613,karta,10
3614,616,445,30,xx-3614,gotowka,6
3615,616,447,30,xx-3615,przelew,10
3616,617,449,30,xx-3616,gotowka,9
3617,617,450,30,xx-3617,gotowka,4
3618,617,451,30,xx-3618,gotowka,3
3619,617,452,30,xx-3619,przelew,8
3620,617,453,30,xx-3620,gotowka,10
3621,617,454,30,xx-3621,przelew,3
3622,617,455,30,xx-3622,gotowka,8
3623,617,456,30,xx-3623,karta,7
3624,617,457,30,xx-3624,przelew,9
3625,617,458,30,xx-3625,karta,6
3626,618,459,240,xx-3626,gotowka,10
3627,618,460,240,xx-3627,przelew,10
3628,618,461,240,xx-3628,gotowka,8
3629,618,462,240,xx-3629,gotowka,8
3630,618,463,240,xx-3630,karta,5
3631,618,464,240,xx-3631,przelew,6
3632,619,437,180,xx-3632,gotowka,10
3633,619,438,180,xx-3633,gotowka,9
3634,619,441,180,xx-3634,gotowka,6
3635,620,449,300,xx-3635,gotowka,8
3636,620,450,300,xx-3636,gotowka,6
3637,620,451,300,xx-3637,karta,5
3638,620,452,300,xx-3638,karta,6
3639,620,453,300,xx-3639,przelew,10
3640,620,454,300,xx-3640,gotowka,10
3641,620,455,300,xx-3641,gotowka,3
3642,620,456,300,xx-3642,gotowka,7
3643,620,457,300,xx-3643,gotowka,9
3644,620,458,300,xx-3644,karta,9
3645,621,459,45,xx-3645,karta,6
3646,621,460,45,xx-3646,przelew,3
3647,621,461,45,xx-3647,przelew,5
3648,621,462,45,xx-3648,gotowka,9
3649,621,463,45,xx-3649,karta,5
3650,621,464,45,xx-3650,gotowka,4
3651,622,449,360,xx-3651,karta,9
3652,622,450,360,xx-3652,przelew,5
3653,622,451,360,xx-3653,przelew,4
3654,622,452,360,xx-3654,przelew,5
3655,622,453,360,xx-3655,karta,10
3656,622,454,360,xx-3656,karta,5
3657,622,455,360,xx-3657,przelew,6
3658,622,456,360,xx-3658,karta,5
3659,622,457,360,xx-3659,przelew,7
3660,622,458,360,xx-3660,przelew,7
3661,623,459,150,xx-3661,gotowka,6
3662,623,460,150,xx-3662,gotowka,10
3663,623,461,150,xx-3663,przelew,8
3664,623,462,150,xx-3664,gotowka,8
3665,623,463,150,xx-3665,przelew,4
3666,623,464,150,xx-3666,gotowka,3
3667,624,450,630,xx-3667,przelew,8
3668,624,451,630,xx-3668,karta,4
3669,624,452,630,xx-3669,gotowka,8
3670,624,453,630,xx-3670,przelew,9
3671,624,454,630,xx-3671,przelew,8
3672,624,455,630,xx-3672,karta,4
3673,624,456,630,xx-3673,karta,6
3674,624,457,630,xx-3674,gotowka,8
3675,624,458,630,xx-3675,karta,9
3676,625,459,360,xx-3676,przelew,7
3677,625,460,360,xx-3677,przelew,9
3678,625,462,360,xx-3678,karta,9
3679,625,463,360,xx-3679,karta,4
3680,625,464,360,xx-3680,karta,7
3681,626,465,210,xx-3681,karta,8
3682,626,466,210,xx-3682,gotowka,6
3683,626,467,210,xx-3683,przelew,7
3684,626,468,210,xx-3684,przelew,6
3685,626,469,210,xx-3685,gotowka,10
3686,626,470,210,xx-3686,przelew,4
3687,626,471,210,xx-3687,karta,3
3688,626,472,210,xx-3688,gotowka,4
3689,626,473,210,xx-3689,karta,8
3690,626,474,210,xx-3690,karta,9
3691,627,475,120,xx-3691,karta,10
3692,627,476,120,xx-3692,karta,3
3693,627,477,120,xx-3693,przelew,9
3694,627,478,120,xx-3694,przelew,9
3695,627,479,120,xx-3695,karta,6
3696,627,480,120,xx-3696,gotowka,5
3697,628,450,300,xx-3697,przelew,10
3698,628,451,300,xx-3698,przelew,9
3699,628,452,300,xx-3699,karta,9
3700,628,453,300,xx-3700,gotowka,4
3701,628,454,300,xx-3701,karta,10
3702,628,455,300,xx-3702,karta,5
3703,628,456,300,xx-3703,przelew,6
3704,628,457,300,xx-3704,gotowka,4
3705,628,458,300,xx-3705,gotowka,8
3706,629,459,270,xx-3706,przelew,9
3707,629,460,270,xx-3707,przelew,3
3708,629,462,270,xx-3708,gotowka,8
3709,629,463,270,xx-3709,przelew,8
3710,629,464,270,xx-3710,gotowka,4
3711,630,465,45,xx-3711,gotowka,7
3712,630,466,45,xx-3712,gotowka,5
3713,630,467,45,xx-3713,karta,7
3714,630,468,45,xx-3714,przelew,3
3715,630,469,45,xx-3715,przelew,9
3716,630,470,45,xx-3716,gotowka,8
3717,630,471,45,xx-3717,karta,10
3718,630,472,45,xx-3718,karta,3
3719,630,473,45,xx-3719,gotowka,10
3720,630,474,45,xx-3720,karta,9
3721,631,475,180,xx-3721,gotowka,9
3722,631,476,180,xx-3722,przelew,3
3723,631,477,180,xx-3723,przelew,5
3724,631,478,180,xx-3724,przelew,4
3725,631,479,180,xx-3725,gotowka,10
3726,631,480,180,xx-3726,gotowka,3
3727,632,450,180,xx-3727,karta,10
3728,632,452,180,xx-3728,przelew,5
3729,632,453,180,xx-3729,przelew,3
3730,632,454,180,xx-3730,karta,7
3731,632,455,180,xx-3731,karta,4
3732,632,456,180,xx-3732,przelew,4
3733,632,457,180,xx-3733,gotowka,7
3734,632,458,180,xx-3734,gotowka,5
3735,633,459,135,xx-3735,karta,9
3736,633,460,135,xx-3736,przelew,6
3737,633,462,135,xx-3737,karta,4
3738,633,463,135,xx-3738,przelew,8
3739,633,464,135,xx-3739,przelew,5
3740,634,465,90,xx-3740,gotowka,7
3741,634,466,90,xx-3741,karta,3
3742,634,467,90,xx-3742,gotowka,5
3743,634,468,90,xx-3743,karta,8
3744,634,469,90,xx-3744,karta,7
3745,634,470,90,xx-3745,przelew,10
3746,634,471,90,xx-3746,karta,9
3747,634,472,90,xx-3747,gotowka,9
3748,634,473,90,xx-3748,karta,3
3749,634,474,90,xx-3749,gotowka,3
3750,635,475,270,xx-3750,gotowka,3
3751,635,476,270,xx-3751,karta,4
3752,635,477,270,xx-3752,karta,7
3753,635,478,270,xx-3753,karta,10
3754,635,479,270,xx-3754,przelew,4
3755,635,480,270,xx-3755,karta,6
3756,636,450,30,xx-3756,przelew,3
3757,636,452,30,xx-3757,gotowka,4
3758,636,453,30,xx-3758,gotowka,5
3759,636,454,30,xx-3759,karta,5
3760,636,456,30,xx-3760,gotowka,3
3761,636,457,30,xx-3761,przelew,3
3762,637,459,60,xx-3762,przelew,9
3763,637,460,60,xx-3763,przelew,6
3764,637,462,60,xx-3764,karta,6
3765,637,463,60,xx-3765,karta,7
3766,637,464,60,xx-3766,gotowka,9
3767,638,465,180,xx-3767,gotowka,10
3768,638,466,180,xx-3768,przelew,9
3769,638,467,180,xx-3769,przelew,10
3770,638,468,180,xx-3770,gotowka,6
3771,638,469,180,xx-3771,gotowka,3
3772,638,470,180,xx-3772,przelew,4
3773,638,471,180,xx-3773,karta,7
3774,638,472,180,xx-3774,gotowka,9
3775,638,473,180,xx-3775,gotowka,5
3776,638,474,180,xx-3776,gotowka,8
3777,639,475,270,xx-3777,przelew,9
3778,639,476,270,xx-3778,gotowka,9
3779,639,477,270,xx-3779,karta,9
3780,639,478,270,xx-3780,przelew,5
3781,639,479,270,xx-3781,karta,7
3782,639,480,270,xx-3782,gotowka,3
3783,640,450,60,xx-3783,gotowka,7
3784,640,452,60,xx-3784,karta,3
3785,640,456,60,xx-3785,przelew,6
3786,641,459,360,xx-3786,gotowka,5
3787,641,460,360,xx-3787,karta,5
3788,641,462,360,xx-3788,karta,10
3789,641,463,360,xx-3789,karta,6
3790,641,464,360,xx-3790,gotowka,4
3791,642,465,180,xx-3791,gotowka,3
3792,642,466,180,xx-3792,karta,7
3793,642,467,180,xx-3793,przelew,9
3794,642,468,180,xx-3794,karta,8
3795,642,470,180,xx-3795,gotowka,3
3796,642,471,180,xx-3796,gotowka,4
3797,642,472,180,xx-3797,karta,4
3798,642,473,180,xx-3798,karta,4
3799,642,474,180,xx-3799,gotowka,9
3800,643,475,120,xx-3800,karta,6
3801,643,476,120,xx-3801,przelew,7
3802,643,477,120,xx-3802,karta,8
3803,643,478,120,xx-3803,przelew,9
3804,643,479,120,xx-3804,gotowka,3
3805,643,480,120,xx-3805,gotowka,10
3806,644,481,30,xx-3806,karta,9
3807,644,482,30,xx-3807,karta,6
3808,644,483,30,xx-3808,gotowka,3
